FID,C_EDPP,NUMIND,DHMOS,COMMUNE,DD,DESCRIPT,WATERNAME,PRELEV,REGION,NOMOS,PROVINCE,codeau,longitude,latitude,the_geom
2c8a3e04-2024-4b22-96d5-5168a05d1245.103,16060701,GR2540060116060701,ΓΥΘΕΙΟΥ,GYTHEIOU,ΓΥΘΕΙΟΥ,"CAMPING ΓΙΑΝΝΑΚΑΚΟΥ, ΔΕΞΙΟ ΑΚΡΟ",ΜΑΥΡΟΒΟΥΝΙ 1,MAVROVOUNI - CAMPING GIANNAKAKOU,PELOPONNISOS,ΛΑΚΩΝΙΑΣ,Lakonia,1,22.57500076,36.73333359,POINT (372613.8675512654 4065948.636076718)
2c8a3e04-2024-4b22-96d5-5168a05d1245.104,16060702,GR2540060116060702,ΓΥΘΕΙΟΥ,GYTHEIOU,ΓΥΘΕΙΟΥ,"CAMPING ΓIANNAKAKOY, ΑΡΙΣΤΕΡΟ ΑΚΡΟ",ΜΑΥΡΟΒΟΥΝΙ 1,MAVROVOYNI - CAMPING GIANNAKAKOU,PELOPONNISOS,ΛΑΚΩΝΙΑΣ,Lakonia,1,22.57500076,36.73749924,POINT (372620.74537540035 4066410.917230906)
2c8a3e04-2024-4b22-96d5-5168a05d1245.105,16060801,GR2540060116060801,ΓΥΘΕΙΟΥ,GYTHEIOU,ΓΥΘΕΙΟΥ,"CAMPING ΔΕΜΕΣΤΙΧΑ, ΔΕΞΙΟ ΑΚΡΟ",ΜΑΥΡΟΒΟΥΝΙ 2,MAVROVOUNI - CAMPING DEMESTICHA,PELOPONNISOS,ΛΑΚΩΝΙΑΣ,Lakonia,1,22.58194351,36.79722214,POINT (373338.9369148775 4073027.2176405247)
2c8a3e04-2024-4b22-96d5-5168a05d1245.106,16060802,GR2540060116060802,ΓΥΘΕΙΟΥ,GYTHEIOU,ΓΥΘΕΙΟΥ,"CAMPING ΔΕΜΕΣΤΙΧΑ, ΑΡΙΣΤΕΡΟ ΑΚΡΟ",ΜΑΥΡΟΒΟΥΝΙ 2,MAVROVOUNI - CAMPING DEMESTICHA,PELOPONNISOS,ΛΑΚΩΝΙΑΣ,Lakonia,1,22.58194351,36.79861069,POINT (373341.2217006428 4073181.312756549)
2c8a3e04-2024-4b22-96d5-5168a05d1245.107,17010601,GR2550010117010601,ΚΑΛΑΜΑΤΑΣ,KALAMATAS,ΚΑΛΑΜΑΤΑΣ,ΞΕΝΟΔΟΧΕΙΟ ΦΙΛΟΞΕΝΙΑ,ΚΑΛΑΜΑΤΑ 3/ΒΕΡΓΑ,VERGA - HOTEL'FILOXENIA',PELOPONNISOS,ΜΕΣΣΗΝΙΑΣ,Messinia,1,22.14305496,37.02222061,POINT (334666.23597608303 4098661.1100867186)
2c8a3e04-2024-4b22-96d5-5168a05d1245.108,17010701,GR2550011117010701,ΚΑΛΑΜΑΤΑΣ,KALAMATAS,Μ.ΜΑΝΤΙΝΕΙΑΣ,ΤΟΥΡΙΣΤΙΚΟ ΚΑΤΑΣΤΗΜΑ,ΜΙΚΡΗ ΜΑΝΤΙΝΕΙΑ,MIKRI MANTINEIA - TOURISTIKO,PELOPONNISOS,ΜΕΣΣΗΝΙΑΣ,Messinia,1,22.14305496,36.97222137,POINT (334558.00906189386 4093113.6157932403)
2c8a3e04-2024-4b22-96d5-5168a05d1245.109,17180101,GR2550180117180101,ΚΥΠΑΡΙΣΣΙΑΣ,KYPARISSIAS,ΚΥΠΑΡΙΣΣΙΑΣ,ΑΡΙΣΤΕΡΑ ΠΟΤΑΜΟΥ,ΑΙ ΛΑΓΟΥΔΗΣ,AI LAGOUDIS - POTAMI,PELOPONNISOS,ΜΕΣΣΗΝΙΑΣ,Messinia,1,21.64999962,37.2444458,POINT (291411.23638385476 4124289.3215847244)
2c8a3e04-2024-4b22-96d5-5168a05d1245.110,17200601,GR2550200617200601,ΜΕΘΩΝΗΣ,METHONIS,ΦΟΙΝΙΚΟΥΝΤΑΣ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΚΟΙΝΟΤΙΚΗΣ ΑΚΤΗΣ,ΦΟΙΝΙΚΟΥΝΤΑ,FOINIKOUNTA,PELOPONNISOS,ΜΕΣΣΗΝΙΑΣ,Messinia,1,21.80833244,36.80611038,POINT (304336.1364732212 4075316.2658629133)
2c8a3e04-2024-4b22-96d5-5168a05d1245.111,17220101,GR2550220117220101,ΜΕΣΣΗΝΗΣ,MESSINIS,ΜΕΣΣΗΝΗΣ,"100Μ ΔΕΞΙΑ ΑΝΑΨΥΚΤ.,ΕΝΑΝΤΙ ΚΕΝΤΡ.ΖΑΦΥΡΟΠΟΥΛΟΥ","ΑΓ.ΚΩΝΣΤΑΝΤΙΝΟΣ,ΜΠΟΥΚΑ",BOUKA - AG.KONSTANTINOS,PELOPONNISOS,ΜΕΣΣΗΝΙΑΣ,Messinia,1,22.01666641,37.02222061,POINT (323422.1131531759 4098888.0756808827)
2c8a3e04-2024-4b22-96d5-5168a05d1245.112,17220102,GR2550220117220102,ΜΕΣΣΗΝΗΣ,MESSINIS,ΜΕΣΣΗΝΗΣ,100M ΑΡΙΣΤΕΡΑ ΑΝΑΨΥΚΤΗΡΙΟΥ,"ΑΓ.ΚΩΝΣΤΑΝΤΙΝΟΣ,ΜΠΟΥΚΑ",BOUKA - AG.KONSTANTINOS,PELOPONNISOS,ΜΕΣΣΗΝΙΑΣ,Messinia,1,22.01666641,37.02222061,POINT (323422.1131531759 4098888.0756808827)
2c8a3e04-2024-4b22-96d5-5168a05d1245.113,21020101,GR2210020321020101,ΖΑΚΥΝΘΟΣ-ΑΛΥΚΩΝ,ALYKON,ΖΑΚΥΝΘΟΣ-ΑΛΙΚΑΝΑ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ ΒΑΛΑΗ,ΑΛΙΚΑΝΑΣ,ALIKANAS - HOTEL VALAI,IONIA NISIA,ΖΑΚΥΝΘΟΥ,ZAKYNTHOS,1,20.78611183,37.84444427,POINT (217046.2009884414 4193136.830620831)
2c8a3e04-2024-4b22-96d5-5168a05d1245.114,21020102,GR2210020321020102,ΖΑΚΥΝΘΟΣ-ΑΛΥΚΩΝ,ALYKON,ΖΑΚΥΝΘΟΣ-ΑΛΙΚΑΝΑ,100 Μ. ΑΡΙΣΤΕΡΑ ΡΕΜΑΤΟΣ ΣΚΟΥΡΤΗ,ΑΛΙΚΑΝΑΣ,ALIKANAS - 100 M. ARISTERA REMATOS SKOURTI,IONIA NISIA,ΖΑΚΥΝΘΟΥ,ZAKYNTHOS,1,20.78611183,37.84444427,POINT (217046.2009884414 4193136.830620831)
2c8a3e04-2024-4b22-96d5-5168a05d1245.115,21020201,GR2210020121020201,ΖΑΚΥΝΘΟΣ-ΑΛΥΚΩΝ,ALYKON,ΖΑΚΥΝΘΟΣ-ΚΑΤΑΣΤΑΡΙΟΥ,ΑΡΙΣΤΕΡΑ ΞΕΝΟΔΟΧΕΙΟΥ ΜΟΝΤΡΕΑΛ,ΑΛΥΚΕΣ,ALYKES - HOTEL MONTREAL,IONIA NISIA,ΖΑΚΥΝΘΟΥ,ZAKYNTHOS,1,20.76444435,37.8461113,POINT (215145.54009920996 4193387.7752632387)
2c8a3e04-2024-4b22-96d5-5168a05d1245.116,21020202,GR2210020121020202,ΖΑΚΥΝΘΟΣ-ΑΛΥΚΩΝ,ALYKON,ΖΑΚΥΝΘΟΣ-ΚΑΤΑΣΤΑΡΙΟΥ,"ΔΕΞΙΑ,ΠΡΟΣΒΑΣΗ ΚΟΝΤΑ ΣΤΟ ΠΟΤΑΜΙ",ΑΛΥΚΕΣ,ALYKES - DEXIA,IONIA NISIA,ΖΑΚΥΝΘΟΥ,ZAKYNTHOS,1,20.77222252,37.84361267,POINT (215820.52650346878 4193086.57667931)
2c8a3e04-2024-4b22-96d5-5168a05d1245.117,21030101,GR2210030721030101,ΖΑΚΥΝΘΟΣ-ΑΡΚΑΔΙΩΝ,ARKADION,ΖΑΚΥΝΘΟΣ-ΤΡΑΓΑΚΙ,ΥΨΟΣ ΠΡΟΣΒΑΣΗΣ,"ΑΜΠΟΥΛΑ,ΤΡΑΓΑΚΙ","AMPOULA,TRAGAKI - YPSOS PROSVASIS",IONIA NISIA,ΖΑΚΥΝΘΟΥ,ZAKYNTHOS,1,20.84722137,37.82916641,POINT (222367.70362419955 4191257.68783295)
2c8a3e04-2024-4b22-96d5-5168a05d1245.118,21030201,GR2210030721030201,ΖΑΚΥΝΘΟΣ-ΑΡΚΑΔΙΩΝ,ARKADION,ΖΑΚΥΝΘΟΣ-ΤΡΑΓΑΚΙ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΚΑΡΑΒΕΛ',ΜΠΟΥΚΑ,BOUKA - HOTEL KARAVEL,IONIA NISIA,ΖΑΚΥΝΘΟΥ,ZAKYNTHOS,1,20.86388969,37.82500076,POINT (223819.42873970154 4190745.7550214296)
2c8a3e04-2024-4b22-96d5-5168a05d1245.119,21030301,GR2210030521030301,ΖΑΚΥΝΘΟΣ-ΑΡΚΑΔΙΩΝ,ARKADION,ΖΑΚΥΝΘΟΣ-ΠΛΑΝΟΥ,ΚΕΝΤΡΙΚΗ ΠΡΟΣΒΑΣΗ,ΤΣΙΛΙΒΙ,TSILIVI - KENTRIKI PROSVASI,IONIA NISIA,ΖΑΚΥΝΘΟΥ,ZAKYNTHOS,1,20.87361145,37.81888962,POINT (224652.6260503069 4190038.7789523774)
2c8a3e04-2024-4b22-96d5-5168a05d1245.120,22010101,GR2220010122010101,ΚΕΡΚΥΡΑ-ΚΕΡΚΥΡΑΙΩΝ,KERKYRAION,ΚΕΡΚΥΡΑ-ΚΕΡΚΥΡΑΣ,ΞΕΝΟΔΟΧΕΙΟ 'KERKIRA GOLF',ΑΛΥΚΕΣ ΠΟΤΑΜΟΥ,ALYKES POTAMOU - HOTEL 'KERKIRA GOLF',IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.89583397,39.63360977,POINT (147595.94397956858 4394860.752946123)
2c8a3e04-2024-4b22-96d5-5168a05d1245.121,22010701,GR2220010122010701,ΚΕΡΚΥΡΑ-ΚΕΡΚΥΡΑΙΩΝ,KERKYRAION,ΚΕΡΚΥΡΑ-ΚΕΡΚΥΡΑΣ,ΞΕΝΟΔΟΧΕΙΟ CORFU IMPERIAL (πρωηνΑΣΤΗΡ ΠΑΛΛΑΣ),ΚΟΜΜΕΝΟ,KOMMENO - HOTEL 'CORFU IMPERIAL',IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.85083389,39.65222168,POINT (143828.04456183306 4397105.091817735)
2c8a3e04-2024-4b22-96d5-5168a05d1245.122,22020101,GR2220021122020101,ΚΕΡΚΥΡΑ-ΑΓΙΟΥ ΓΕΩΡΓΙ,AGIOU GEORGIOU,ΚΕΡΚΥΡΑ-ΠΑΓΩΝ,ΞΕΝΟΔΟΧΕΙΟ 'ΑΛΚΥΩΝ',ΑΓ.ΓΕΩΡΓΙΟΣ,AGIOS GEORGIOS - HOTEL ALKYON,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.6744442,39.72000122,POINT (129051.11441473513 4405347.209523252)
2c8a3e04-2024-4b22-96d5-5168a05d1245.123,22030101,GR2220031022030101,ΚΕΡΚΥΡΑ-ΑΧΙΛΛΕΙΩΝ,ACHILLEION,ΚΕΡΚΥΡΑ-ΚΑΤΩ ΓΑΡΟΥΝΑ,AGIOS GORDIOS HOTEL,ΑΓΙΟΣ ΓΟΡΔΙΟΣ,AGIOS GORDIOS  - AGIOS GORDIOS HOTEL,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.81805611,39.58611298,POINT (140672.39477993417 4389894.926168761)
2c8a3e04-2024-4b22-96d5-5168a05d1245.124,22040201,GR2220040522040201,ΚΕΡΚΥΡΑ-ΕΣΠΕΡΙΩΝ,ESPERION,ΚΕΡΚΥΡΑ-ΑΥΛΙΩΤΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΓ.ΣΤΕΦΑΝΟΣ,AGIOS STEFANOS,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.95555496,39.76666641,POINT (153390.72966033034 4409401.849880666)
2c8a3e04-2024-4b22-96d5-5168a05d1245.125,22040401,GR2220040922040401,ΚΕΡΚΥΡΑ-ΕΣΠΕΡΙΩΝ,ESPERION,ΚΕΡΚΥΡΑ-ΜΑΓΟΥΛΑΔΩΝ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ ΜΑΡΙΝΑ,ΑΡΙΛΛΑ,ARILLA - HOTEL MARINA,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.63555527,39.73555374,POINT (125800.59892348347 4407236.536523782)
2c8a3e04-2024-4b22-96d5-5168a05d1245.126,22050101,GR2220050822050101,ΚΕΡΚΥΡΑ-ΘΙΝΑΛΙΟΥ,THINALIOU,ΚΕΡΚΥΡΑ-ΠΕΡΙΘΕΙΑΣ,"ΚΕΝΤΡΟ ΑΚΤΗΣ,GELINA HOTEL",ΑΛΜΥΡΟΣ,ALMYROS  - GELINA HOTEL,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.81861115,39.80138779,POINT (141836.2118337071 4413797.146187474)
2c8a3e04-2024-4b22-96d5-5168a05d1245.127,22050201,GR2220050622050201,ΚΕΡΚΥΡΑ-ΘΙΝΑΛΙΟΥ,THINALIOU,ΚΕΡΚΥΡΑ-ΛΟΥΤΣΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΠΡΑΟΣ - ΚΑΛΑΜΑΚΙ,APRAOS - KALAMAKI,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.88472176,39.80027771,POINT (147492.79421337615 4413410.906316797)
2c8a3e04-2024-4b22-96d5-5168a05d1245.128,22050301,GR2220050822050301,ΚΕΡΚΥΡΑ-ΘΙΝΑΛΙΟΥ,THINALIOU,ΚΕΡΚΥΡΑ-ΠΕΡΙΘΕΙΑΣ,ΕΝΑΝΤΙ ΕΚΚΛΗΣΙΑΣ ΑΓ.ΣΠΥΡΙΔΩΝΑ,"ΠΕΡΙΘΕΙΑ,ΑΓ.ΣΠΥΡΙΔΩΝΑΣ","PERITHIA,AGIOS SPYRIDONAS",IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.70027733,39.78555679,POINT (131616.4313243902 4412520.022050573)
2c8a3e04-2024-4b22-96d5-5168a05d1245.129,22060201,GR2220060122060201,ΚΕΡΚΥΡΑ-ΚΑΣΣΟΠΑΙΩΝ,KASSOPAION,ΚΕΡΚΥΡΑ-ΚΑΣΣΩΠΑΙΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΓΙΜΑΡΙ,GIMARI,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.91666603,39.78722382,POINT (150162.59259210454 4411835.676992589)
2c8a3e04-2024-4b22-96d5-5168a05d1245.130,22060301,GR2220060222060301,ΚΕΡΚΥΡΑ-ΚΑΣΣΟΠΑΙΩΝ,KASSOPAION,ΚΕΡΚΥΡΑ-ΚΑΣΣΙΟΠΗΣ,ΕΝΑΝΤΙ ΜΕΣΑΙΩΝΙΚΟΥ ΦΡΟΥΡΙΟΥ,ΚΑΛΑΜΙΩΝΕΣ,KALAMIONES - FROURIO,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.93333244,39.78333282,POINT (151570.6250465433 4411338.764906638)
2c8a3e04-2024-4b22-96d5-5168a05d1245.131,22060401,GR2220060422060401,ΚΕΡΚΥΡΑ-ΚΑΣΣΟΠΑΙΩΝ,KASSOPAION,ΚΕΡΚΥΡΑ-ΣΙΝΙΩΝ,ΕΝΑΝΤΙ ΕΣΤΙΑΤΟΡΕΙΟΥ 'ΚΕΡΑΣΙΑ',ΚΕΡΑΣΙΑ,KERASIA - ESTIATOREIO 'KERASIA',IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.93333244,39.78333282,POINT (151570.6250465433 4411338.764906638)
2c8a3e04-2024-4b22-96d5-5168a05d1245.132,22060501,GR2220060322060501,ΚΕΡΚΥΡΑ-ΚΑΣΣΟΠΑΙΩΝ,KASSOPAION,ΚΕΡΚΥΡΑ-ΚΑΣΣΩΠΑΙΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ(ΚΡΟΥΖΕΡΗ),ΝΗΣΑΚΙ,NISAKI - KROUZERI,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.91944504,39.79444504,POINT (150437.09337150332 4412626.731251163)
2c8a3e04-2024-4b22-96d5-5168a05d1245.133,22070101,GR2220070122070101,ΚΕΡΚΥΡΑ-ΚΟΡΙΣΣΙΩΝ,KORISSION,ΚΕΡΚΥΡΑ-ΑΡΓΥΡΑΔΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΓ.ΓΕΩΡΓΙΟΣ,AGIOS GEORGIOS,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.95555496,39.42499924,POINT (151681.13194991267 4371464.715343441)
2c8a3e04-2024-4b22-96d5-5168a05d1245.134,22070201,GR2220070122070201,ΚΕΡΚΥΡΑ-ΚΟΡΙΣΣΙΩΝ,KORISSION,ΚΕΡΚΥΡΑ-ΑΡΓΥΡΑΔΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΑΡΑΘΙΑΣ,MARATHIAS,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.97500038,39.41944504,POINT (153327.95749088872 4370772.813753213)
2c8a3e04-2024-4b22-96d5-5168a05d1245.135,22090101,GR2220090722090101,ΚΕΡΚΥΡΑ-ΜΕΛΙΤΕΙΕΩΝ,MELITEIEON,ΚΕΡΚΥΡΑ-ΣΤΡΟΓΓΥΛΗΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΓ.ΙΩΑΝΝΗΣ ΣΤΡΟΓΥΛΛΗΣ,AGIOS IOANNIS STROGYLLIS,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.92499924,39.5055542,POINT (149454.84580894787 4380527.843181921)
2c8a3e04-2024-4b22-96d5-5168a05d1245.136,22090201,GR2220090222090201,ΚΕΡΚΥΡΑ-ΜΕΛΙΤΕΙΕΩΝ,MELITEIEON,ΚΕΡΚΥΡΑ-ΑΓ.ΜΑΤΘΑΙΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΓ.ΜΑΤΘΑΙΟΣ,AGIOS MATHAIOS,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.85555649,39.5,POINT (143453.17351254128 4380183.937062826)
2c8a3e04-2024-4b22-96d5-5168a05d1245.137,22100201,GR2220100122100201,ΚΕΡΚΥΡΑ-ΠΑΛΑΙΟΚΑΣΤΡΙ,PALAIOKASTRITSAS,ΚΕΡΚΥΡΑ-ΛΑΚΩΝΩΝ,XENIA HOTEL,"ΠΑΛΑΙΟΚΑΣΤΡΙΤΣΑ,ΧΕΝΙΑ",PALAIOKASTRITSA - XENIA HOTEL,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.70666695,39.67499924,POINT (131574.71802738885 4400217.22319566)
2c8a3e04-2024-4b22-96d5-5168a05d1245.138,22120101,GR2220120922120101,ΚΕΡΚΥΡΑ-ΠΑΡΕΛΙΩΝ,PARELION,ΚΕΡΚΥΡΑ-ΠΕΛΕΚΑ,GLYFADA BEACH HOTEL,ΓΛΥΦΑΔΑ,GLYFADA - GLYFADA BEACH HOTEL,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.80333328,39.59444427,POINT (139450.7090824938 4390879.257707297)
2c8a3e04-2024-4b22-96d5-5168a05d1245.139,22120301,GR2220120922120301,ΚΕΡΚΥΡΑ-ΠΑΡΕΛΙΩΝ,PARELION,ΚΕΡΚΥΡΑ-ΠΕΛΕΚΑ,BAR 'NAFTIS',ΚΟΝΤΟΓΙΑΛΟΣ,KONTOGIALOS - BAR NAFTIS,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.80694389,39.58333206,POINT (139703.277846255 4389631.000233832)
2c8a3e04-2024-4b22-96d5-5168a05d1245.140,22130201,GR2220130622130201,ΚΕΡΚΥΡΑ-ΦΑΙΑΚΩΝ,FAIAKON,ΚΕΡΚΥΡΑ-ΣΠΑΡΤΥΛΑ,ΕΝΑΝΤΙ ΚΕΝΤΡΟΥ 'Ο ΓΙΑΝΝΑΚΟΣ',ΜΠΑΡΜΠΑΤΙ,BARBATI - KENTRO GIANNAKOS,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.84166718,39.70833206,POINT (143330.5118838392 4403372.068610625)
2c8a3e04-2024-4b22-96d5-5168a05d1245.141,22130202,GR2220130622130202,ΚΕΡΚΥΡΑ-ΦΑΙΑΚΩΝ,FAIAKON,ΚΕΡΚΥΡΑ-ΣΠΑΡΤΥΛΑ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΠΑΡΜΠΑΤΙ,BARBATI -,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.86694527,39.71666718,POINT (145541.0878687339 4404197.082019681)
2c8a3e04-2024-4b22-96d5-5168a05d1245.142,22130303,GR2220130122130303,ΚΕΡΚΥΡΑ-ΦΑΙΑΚΩΝ,FAIAKON,ΚΕΡΚΥΡΑ-Κ.ΚΟΡΑΚΙΑΝΑ,ΕΝΑΝΤΙ ΕΣΤΙΑΤΟΡΙΟΥ 'ΑΣΤΕΡΙΑ',ΥΨΟΣ,YPSOS - ESTIATORIO ASTERIA,IONIA NISIA,ΚΕΡΚΥΡΑΣ,KERKYRA,1,19.86694527,39.68444443,POINT (145375.94000493156 4400619.082560495)
2c8a3e04-2024-4b22-96d5-5168a05d1245.143,23010401,GR2230010123010401,ΚΕΦΑΛΛΗΝΙΑ-ΑΡΓΟΣΤΟΛΙ,ARGOSTOLIOU,ΚΕΦΑΛΛΗΝ-ΑΡΓΟΣΤΟΛΙΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΑΚΡΥΣ ΓΙΑΛΟΣ,MAKRYS GIALOS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.47999954,38.15166855,POINT (191393.46909256832 4228212.206903424)
2c8a3e04-2024-4b22-96d5-5168a05d1245.144,23010402,GR2230010123010402,ΚΕΦΑΛΛΗΝΙΑ-ΑΡΓΟΣΤΟΛΙ,ARGOSTOLIOU,ΚΕΦΑΛΛΗΝ-ΑΡΓΟΣΤΟΛΙΟΥ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΜΑΚΡΥΣ ΓΙΑΛΟΣ,MAKRYS GIALOS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.48444366,38.1511116,POINT (191780.67048822518 4228135.695581888)
2c8a3e04-2024-4b22-96d5-5168a05d1245.145,23010801,GR2230010123010801,ΚΕΦΑΛΛΗΝΙΑ-ΑΡΓΟΣΤΟΛΙ,ARGOSTOLIOU,ΚΕΦΑΛΛΗΝ-ΑΡΓΟΣΤΟΛΙΟΥ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ,ΠΛΑΤΥΣ ΓΥΑΛΟΣ,PLATYS GIALOS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.47999954,38.16500092,POINT (191449.7152085037 4229692.244376235)
2c8a3e04-2024-4b22-96d5-5168a05d1245.146,23010803,GR2230010123010803,ΚΕΦΑΛΛΗΝΙΑ-ΑΡΓΟΣΤΟΛΙ,ARGOSTOLIOU,ΚΕΦΑΛΛΗΝ-ΑΡΓΟΣΤΟΛΙΟΥ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΠΛΑΤΥΣ ΓΥΑΛΟΣ,PLATYS GIALOS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.47999954,38.16500092,POINT (191449.7152085037 4229692.244376235)
2c8a3e04-2024-4b22-96d5-5168a05d1245.147,23020301,GR2230020623020301,ΚΕΦΑΛΛΗΝΙΑ-ΕΛΕΙΟΥ,ELEIOU,ΚΕΦΑΛΛΗΝ-ΜΑΡΚΟΠΟΥΛΟΥ,ΑΓΙΑ ΒΑΡΒΑΡΑ,ΚΑΤΕΛΕΙΟΣ,KATELEIOS - AGIA VARVARA,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.75749969,38.06861115,POINT (215394.88055862824 4218105.479770554)
2c8a3e04-2024-4b22-96d5-5168a05d1245.148,23020701,GR2230021023020701,ΚΕΦΑΛΛΗΝΙΑ-ΕΛΕΙΟΥ,ELEIOU,ΚΕΦΑΛΛΗΝ-ΣΚΑΛΑΣ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ,ΠΑΡΑΛΙΑ ΣΚΑΛΑΣ,PARALIA SKALAS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.79999924,38.06666565,POINT (219116.79255983178 4217760.290964296)
2c8a3e04-2024-4b22-96d5-5168a05d1245.149,23020702,GR2230021023020702,ΚΕΦΑΛΛΗΝΙΑ-ΕΛΕΙΟΥ,ELEIOU,ΚΕΦΑΛΛΗΝ-ΣΚΑΛΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΑΡΑΛΙΑ ΣΚΑΛΑΣ,PARALIA SKALAS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.79999924,38.06666565,POINT (219116.79255983178 4217760.290964296)
2c8a3e04-2024-4b22-96d5-5168a05d1245.150,23020703,GR2230021023020703,ΚΕΦΑΛΛΗΝΙΑ-ΕΛΕΙΟΥ,ELEIOU,ΚΕΦΑΛΛΗΝ-ΣΚΑΛΑΣ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΠΑΡΑΛΙΑ ΣΚΑΛΑΣ,PARALIA SKALAS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.79999924,38.06666565,POINT (219116.79255983178 4217760.290964296)
2c8a3e04-2024-4b22-96d5-5168a05d1245.151,23021001,GR2230020923021001,ΚΕΦΑΛΛΗΝΙΑ-ΕΛΕΙΟΥ,ELEIOU,ΚΕΦΑΛΛΗΝ-ΠΟΡΟΥ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ,ΑΡΑΓΙΑ,RAGIA,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.77166748,38.16333389,POINT (217004.0646349145 4228576.020022858)
2c8a3e04-2024-4b22-96d5-5168a05d1245.152,23060601,GR2230060623060601,ΚΕΦΑΛΛΗΝΙΑ-ΠΑΛΙΚΗΣ,PALIKIS,ΚΕΦΑΛΛΗΝ-ΚΑΤΩΓΗΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'KEPHALONIA PALACE',ΞΙ (ΜΑΝΤΖΑΒΙΝΑΤΑ),XI - HOTEL 'KEPHALONIA PALACE',IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.41833305,38.1594429,POINT (186021.3187812886 4229282.711576015)
